entity_id,entity_name,entity_type,next_event_id,relationship,strength
why_clarification_of_relationship/01a57826,clarification of relationship,whyfactor,event/89775366,MOTIVATES,1.0
why_clarification_of_relationship/2d27c35e,clarification of relationship,whyfactor,event/5df0f03a,MOTIVATES,1.0
why_clarification_of_relationship/678d2b5a,clarification of relationship,whyfactor,event/87c4a286,MOTIVATES,1.0
why_clarification_of_relationship/155f5cf5,clarification of relationship,whyfactor,event/47f9d862,MOTIVATES,1.0
why_clarification_of_relationship/6fdcf510,clarification of relationship,whyfactor,event/59ed08dc,MOTIVATES,1.0
why_clarification_of_relationship/67d2f9a7,clarification of relationship,whyfactor,event/72ac641c,MOTIVATES,1.0
agent_another_person/09c841a7,another person,patient,event/89775366,AFFECTED_IN,1.0
agent_another_person/8edae65c,another person,patient,event/5df0f03a,AFFECTED_IN,1.0
agent_another_person/103df3ec,another person,patient,event/87c4a286,AFFECTED_IN,1.0
why_uncertainty_about_the_other_pe/fafb0911,uncertainty about the other person's safety,whyfactor,event/a7fbebe2,MOTIVATES,1.0
why_indecision/909b939e,indecision,whyfactor,event/ea8ded1d,MOTIVATES,1.0
why_indecision/5fdfe761,indecision,whyfactor,event/5285b9e4,MOTIVATES,1.0
why_indecision/6883e108,indecision,whyfactor,event/a9e8faf7,MOTIVATES,1.0
why_indecision/42ea0c96,indecision,whyfactor,event/dc6c5a1b,MOTIVATES,1.0
why_indecision/f7e75553,indecision,whyfactor,event/e891337a,MOTIVATES,1.0
why_indecision/ef763f3e,indecision,whyfactor,event/e30e3772,MOTIVATES,1.0
why_indecision/ae597119,indecision,whyfactor,event/34cb8ebd,MOTIVATES,1.0
why_indecision/b06ee85c,indecision,whyfactor,event/0e0720f6,MOTIVATES,1.0
why_indecision/cd6e8f93,indecision,whyfactor,event/d2f485ee,MOTIVATES,1.0
why_indecision/19370f6e,indecision,whyfactor,event/50e41bad,MOTIVATES,1.0
why_indecision/4d409651,indecision,whyfactor,event/14bba46a,MOTIVATES,1.0
why_indecision/87862362,indecision,whyfactor,event/5a7f4b87,MOTIVATES,1.0
why_indecision/d13ef24b,indecision,whyfactor,event/9a5341f0,MOTIVATES,1.0
why_indecision/8640295f,indecision,whyfactor,event/e36ebe66,MOTIVATES,1.0
agent_mrs._joe_gargery/420e7710,mrs. joe gargery,patient,event/5285b9e4,AFFECTED_IN,1.0
agent_joe_gargery/1864cea9,joe gargery,patient,event/a9e8faf7,AFFECTED_IN,1.0
agent_joe_gargery/b7471aa8,joe gargery,patient,event/dc6c5a1b,AFFECTED_IN,1.0
agent_the_man/6c14dcc9,the man,patient,event/5a7f4b87,AFFECTED_IN,1.0
agent_unknown_speaker/0c398586,unknown speaker,actor,event/9a5341f0,ACTS_IN,1.0
agent_unknown_speaker/35c3fda2,unknown speaker,actor,event/e36ebe66,ACTS_IN,1.0
agent_listener/1221c978,listener,actor,event/2c742fb0,ACTS_IN,1.0
why_to_give_a_greater_sense_of_hel/251acab3,to give a greater sense of helplessness and danger,whyfactor,event/7e51aa2b,MOTIVATES,1.0
why_being_tilted_over/b894f33d,being tilted over,whyfactor,event/5d34daf3,MOTIVATES,1.0
why_being_tilted_over/1a19aecb,being tilted over,whyfactor,event/a8de42ac,MOTIVATES,1.0
why_being_tilted_over/c41af622,being tilted over,whyfactor,event/30d16fd1,MOTIVATES,1.0
why_being_tilted_over/5a2ea5b6,being tilted over,whyfactor,event/5eb2c1b0,MOTIVATES,1.0
why_being_tilted_over/e47e0bfc,being tilted over,whyfactor,event/9f82fbfe,MOTIVATES,1.0
agent_unknown_character/43cfe507,unknown character,actor,event/30d16fd1,ACTS_IN,1.0
agent_unknown_character/1d22e3f8,unknown character,actor,event/5eb2c1b0,ACTS_IN,1.0
agent_unknown_character/045d0884,unknown character,actor,event/9f82fbfe,ACTS_IN,1.0
agent_unknown_character/89d03c83,unknown character,actor,event/6db73d98,ACTS_IN,1.0
why_to_emphasize_threats/071b2af5,to emphasize threats,whyfactor,event/6db73d98,MOTIVATES,1.0
why_to_emphasize_threats/0c9e5da7,to emphasize threats,whyfactor,event/ca2ea8ec,MOTIVATES,1.0
why_to_emphasize_threats/90a76ef1,to emphasize threats,whyfactor,event/dc95e2f2,MOTIVATES,1.0
agent_him/c6113698,him,patient,event/a4cfb48f,AFFECTED_IN,1.0
agent_him/7c736d45,him,patient,event/60cc5a98,AFFECTED_IN,1.0
agent_him/042838bc,him,patient,event/7f73eb9a,AFFECTED_IN,1.0
agent_him/1717cddf,him,patient,event/ac09f863,AFFECTED_IN,1.0
why_desire_to_avoid_sickness/853fe5ba,desire to avoid sickness,whyfactor,event/60cc5a98,MOTIVATES,1.0
why_desire_to_avoid_sickness/b8856958,desire to avoid sickness,whyfactor,event/1c623b6c,MOTIVATES,1.0
why_desire_to_avoid_sickness/9ab8fc38,desire to avoid sickness,whyfactor,event/a5035348,MOTIVATES,1.0
why_desire_to_avoid_sickness/d01460c3,desire to avoid sickness,whyfactor,event/73c0c305,MOTIVATES,1.0
why_desire_to_avoid_sickness/e542990b,desire to avoid sickness,whyfactor,event/b7471da4,MOTIVATES,1.0
why_desire_to_avoid_sickness/132baa1f,desire to avoid sickness,whyfactor,event/959f0649,MOTIVATES,1.0
why_desire_to_attend_more/fa4ffd2e,desire to attend more,whyfactor,event/4de9bdb2,MOTIVATES,1.0
agent_convict/8146af51,convict,actor,event/91f0cb1e,ACTS_IN,1.0
agent_convict/b9a37c19,convict,actor,event/8ff05b4a,ACTS_IN,1.0
agent_convict/54be34a7,convict,actor,event/1d80197b,ACTS_IN,1.0
agent_convict/77a7020a,convict,actor,event/1452d2df,ACTS_IN,1.0
agent_convict/56b2842a,convict,actor,event/78980427,ACTS_IN,1.0
why_desire_for_survival/9f759c6b,desire for survival,whyfactor,event/91f0cb1e,MOTIVATES,1.0
agent_pip/c73dc6c2,pip,patient,event/8ff05b4a,AFFECTED_IN,1.0
why_desire_for_control/22ec7768,desire for control,whyfactor,event/8ff05b4a,MOTIVATES,1.0
why_fear_of_being_caught/b7f585e9,fear of being caught,whyfactor,event/8ff05b4a,MOTIVATES,1.0
why_to_instill_fear/68c32af6,to instill fear,whyfactor,event/1d80197b,MOTIVATES,1.0
why_to_assert_power/4476e724,to assert power,whyfactor,event/1d80197b,MOTIVATES,1.0
why_to_emphasize_his_own_perceived/8494f846,to emphasize his own perceived morality,whyfactor,event/1452d2df,MOTIVATES,1.0
why_to_assert_authority/5c3cdda1,to assert authority,whyfactor,event/78980427,MOTIVATES,1.0
why_to_assert_authority/b94ce083,to assert authority,whyfactor,event/9ea070d0,MOTIVATES,1.0
why_to_intimidate/e1f50d37,to intimidate,whyfactor,event/78980427,MOTIVATES,1.0
why_to_intimidate/8462eb3a,to intimidate,whyfactor,event/9ea070d0,MOTIVATES,1.0
agent_young_man/0b475e4c,young man,actor,event/9ea070d0,ACTS_IN,1.0
agent_young_man/c8e68cb1,young man,actor,event/587c5c35,ACTS_IN,1.0
agent_young_man/3f86849f,young man,actor,event/f2320b23,ACTS_IN,1.0
agent_boy/7587ac06,boy,patient,event/9ea070d0,AFFECTED_IN,1.0
agent_boy/ba61efca,boy,patient,event/587c5c35,AFFECTED_IN,1.0
agent_boy/62a9e8c0,boy,patient,event/f2320b23,AFFECTED_IN,1.0
agent_boy/5ef9c51a,boy,patient,event/155b64bb,AFFECTED_IN,1.0
agent_boy/7117cd5b,boy,patient,event/62d7f0ba,AFFECTED_IN,1.0
agent_boy/33513ea9,boy,patient,event/f7a4ef4d,AFFECTED_IN,1.0
agent_boy/a18cf7bb,boy,actor,event/dbabdf12,ACTS_IN,1.0
agent_boy/a6281184,boy,actor,event/b7ce95e1,ACTS_IN,1.0
agent_boy/24a090bc,boy,actor,event/1589ea26,ACTS_IN,1.0
agent_boy/f2abbfdf,boy,actor,event/79b96358,ACTS_IN,1.0
agent_boy/9898d3a5,boy,actor,event/64d37347,ACTS_IN,1.0
agent_boy/1a7e3fe2,boy,actor,event/72dac37b,ACTS_IN,1.0
why_desire_for_safety/117d311d,desire for safety,whyfactor,event/dbabdf12,MOTIVATES,1.0
why_desire_for_safety/19630f4c,desire for safety,whyfactor,event/b7ce95e1,MOTIVATES,1.0
why_desire_for_safety/dba3ff8a,desire for safety,whyfactor,event/1589ea26,MOTIVATES,1.0
why_desire_for_safety/ee473d59,desire for safety,whyfactor,event/64d37347,MOTIVATES,1.0
why_desire_for_safety/b786f26b,desire for safety,whyfactor,event/72dac37b,MOTIVATES,1.0
why_desire_for_comfort/278f1fc8,desire for comfort,whyfactor,event/79b96358,MOTIVATES,1.0
why_desire_to_reach_the_boy/e28139b6,desire to reach the boy,whyfactor,event/587c5c35,MOTIVATES,1.0
why_desire_to_harm/90ad9506,desire to harm,whyfactor,event/f2320b23,MOTIVATES,1.0
agent_young_man/8488d5ab,young man,patient,event/155b64bb,AFFECTED_IN,1.0
agent_young_man/c2f5194a,young man,patient,event/62d7f0ba,AFFECTED_IN,1.0
why_desire_to_protect_the_boy/d15f99c1,desire to protect the boy,whyfactor,event/155b64bb,MOTIVATES,1.0
why_struggle_to_protect/47b43527,struggle to protect,whyfactor,event/62d7f0ba,MOTIVATES,1.0
why_struggle_to_protect/b94834ee,struggle to protect,whyfactor,event/f7a4ef4d,MOTIVATES,1.0
why_struggle_to_protect/fab1a7fb,struggle to protect,whyfactor,event/7f73eb9a,MOTIVATES,1.0
why_struggle_to_protect/d6fc53dd,struggle to protect,whyfactor,event/ac09f863,MOTIVATES,1.0
why_struggle_to_protect/fc9a2094,struggle to protect,whyfactor,event/ed149cb4,MOTIVATES,1.0
why_struggle_to_protect/bff1988c,struggle to protect,whyfactor,event/6764063d,MOTIVATES,1.0
why_struggle_to_protect/e086664b,struggle to protect,whyfactor,event/9a85d881,MOTIVATES,1.0
why_struggle_to_protect/4aba3cd2,struggle to protect,whyfactor,event/e9d41572,MOTIVATES,1.0
why_struggle_to_protect/7e034c41,struggle to protect,whyfactor,event/5f283034,MOTIVATES,1.0
why_struggle_to_protect/11db9d9d,struggle to protect,whyfactor,event/738a3a64,MOTIVATES,1.0
why_struggle_to_protect/349a9255,struggle to protect,whyfactor,event/50c26800,MOTIVATES,1.0
why_struggle_to_protect/8b491165,struggle to protect,whyfactor,event/902b499b,MOTIVATES,1.0
why_struggle_to_protect/2bbf8f5a,struggle to protect,whyfactor,event/b1663db5,MOTIVATES,1.0
agent_listener/0141c60b,listener,patient,event/e9d41572,AFFECTED_IN,1.0
agent_listener/a3069d4e,listener,patient,event/5f283034,AFFECTED_IN,1.0
agent_listener/2480a00a,listener,patient,event/738a3a64,AFFECTED_IN,1.0
why_desire_to_hold_himself_togethe/0141354f,desire to hold himself together,whyfactor,event/68561168,MOTIVATES,1.0
why_injury/63a0fbd4,injury,whyfactor,event/1bad4134,MOTIVATES,1.0
why_desire_to_reach_the_wall/165af5a9,desire to reach the wall,whyfactor,event/1bad4134,MOTIVATES,1.0
agent_he/b91eab7f,he,patient,event/3617f224,AFFECTED_IN,1.0
agent_he/4b2c856a,he,patient,event/8e8e84b8,AFFECTED_IN,1.0
agent_he/fd380b75,he,patient,event/89398051,AFFECTED_IN,1.0
why_curiosity/57f34ff2,curiosity,whyfactor,event/3617f224,MOTIVATES,1.0
why_concern/51c0e03d,concern,whyfactor,event/3617f224,MOTIVATES,1.0
why_sense_of_danger/27941328,sense of danger,whyfactor,event/b81d04f4,MOTIVATES,1.0
agent_dead_people/65754d49,dead people,actor,event/8e8e84b8,ACTS_IN,1.0
why_fear_of_the_dead/e63f3fe0,fear of the dead,whyfactor,event/8e8e84b8,MOTIVATES,1.0
why_imminent_threat/749c7c12,imminent threat,whyfactor,event/8e8e84b8,MOTIVATES,1.0
why_fear_of_being_pulled_in/c6a56721,fear of being pulled in,whyfactor,event/f841ba52,MOTIVATES,1.0
why_fear_of_being_pulled_in/1d85fba2,fear of being pulled in,whyfactor,event/4a85b071,MOTIVATES,1.0
why_fear_of_being_pulled_in/dec5124a,fear of being pulled in,whyfactor,event/03b73100,MOTIVATES,1.0
why_fear_of_being_pulled_in/23e7c88d,fear of being pulled in,whyfactor,event/d37f8aea,MOTIVATES,1.0
why_fear_of_being_pulled_in/81704eb7,fear of being pulled in,whyfactor,event/bad778b3,MOTIVATES,1.0
why_fear_of_being_pulled_in/0e5dff01,fear of being pulled in,whyfactor,event/93ddbec5,MOTIVATES,1.0
why_fear_of_being_pulled_in/15dbdd42,fear of being pulled in,whyfactor,event/8f23fabf,MOTIVATES,1.0
why_fear_of_being_pulled_in/25795f94,fear of being pulled in,whyfactor,event/89398051,MOTIVATES,1.0
why_desire_to_escape/0faf271d,desire to escape,whyfactor,event/f841ba52,MOTIVATES,1.0
why_desire_to_escape/a3d4b760,desire to escape,whyfactor,event/4a85b071,MOTIVATES,1.0
why_desire_to_escape/36893d54,desire to escape,whyfactor,event/03b73100,MOTIVATES,1.0
why_desire_to_escape/fc9ecc8a,desire to escape,whyfactor,event/d37f8aea,MOTIVATES,1.0
why_desire_to_escape/941f674c,desire to escape,whyfactor,event/bad778b3,MOTIVATES,1.0
why_desire_to_escape/7a71fa49,desire to escape,whyfactor,event/93ddbec5,MOTIVATES,1.0
why_desire_to_escape/212f0215,desire to escape,whyfactor,event/8f23fabf,MOTIVATES,1.0
why_desire_to_escape/24c5c4d6,desire to escape,whyfactor,event/89398051,MOTIVATES,1.0
why_cold/31c8ff9e,cold,whyfactor,event/1351736a,MOTIVATES,1.0
why_sore_feet/dffc509d,sore feet,whyfactor,event/a1482720,MOTIVATES,1.0
why_sore_feet/de09e456,sore feet,whyfactor,event/419f4c2a,MOTIVATES,1.0
why_sore_feet/095fd0a2,sore feet,whyfactor,event/85d15747,MOTIVATES,1.0
why_sore_feet/9d11cbe6,sore feet,whyfactor,event/858c71e9,MOTIVATES,1.0
why_sore_feet/4cf57392,sore feet,whyfactor,event/d02a526a,MOTIVATES,1.0
why_sore_feet/a82a9715,sore feet,whyfactor,event/38dd26b9,MOTIVATES,1.0
why_sore_feet/01edeeb5,sore feet,whyfactor,event/9d9febca,MOTIVATES,1.0
why_sore_feet/9bc7487b,sore feet,whyfactor,event/c74c15b1,MOTIVATES,1.0
why_sore_feet/3114c122,sore feet,whyfactor,event/617da30e,MOTIVATES,1.0
agent_beacon/dda3e2c4,beacon,patient,event/c74c15b1,AFFECTED_IN,1.0
why_resemblance_to_a_pirate/16eb5ef1,resemblance to a pirate,whyfactor,event/9b9452a5,MOTIVATES,1.0
agent_man/53a29692,man,patient,event/416415ea,AFFECTED_IN,1.0
why_imagery_of_a_pirate/8670664a,imagery of a pirate,whyfactor,event/416415ea,MOTIVATES,1.0
why_desire_to_return_to_the_gibbet/985447ec,desire to return to the gibbet,whyfactor,event/522aac5c,MOTIVATES,1.0
why_thought_of_the_young_man/2b932eb6,thought of the young man,whyfactor,event/bacdc8f6,MOTIVATES,1.0
why_thought_of_the_young_man/6f5cd9f9,thought of the young man,whyfactor,event/b823e3f3,MOTIVATES,1.0
agent_cattle/42e427b3,cattle,patient,event/b823e3f3,AFFECTED_IN,1.0
why_curiosity_about_the_cattle's_t/8e96a9d8,curiosity about the cattle's thoughts,whyfactor,event/cee70e30,MOTIVATES,1.0
why_fear_of_the_young_man/c276707e,fear of the young man,whyfactor,event/cc8c8481,MOTIVATES,1.0
why_fear_of_the_young_man/a8e22aae,fear of the young man,whyfactor,event/26420f36,MOTIVATES,1.0
why_fear_of_the_young_man/c9b2190d,fear of the young man,whyfactor,event/bcfa95d7,MOTIVATES,1.0
why_search_for_the_young_man/e1e03526,search for the young man,whyfactor,event/d6926d43,MOTIVATES,1.0
