:START_ID,:END_ID,:TYPE,cue,confidence
event/8099b1d2,event/76c84292,EXPLANATION,,0.76
event/1d51f09d,event/24f7ffd8,CONTRAST,,0.7
event/ae7d6a61,event/5325194c,CONTRAST,,0.56
event/a523f8ee,event/6523413c,ELABORATION,,0.6
event/5a0ea536,event/fdf1bfba,ELABORATION,,0.63
event/d32d7f88,event/1ce99c7f,ELABORATION,,0.64
event/36cef954,event/b875c8ad,ELABORATION,,0.83
event/c519fa6b,event/c7699eff,CONTRAST,,0.64
event/7b5c834b,event/6d3f3d98,ELABORATION,,0.65
event/1acbe782,event/3df4532d,ELABORATION,,0.7
event/f5d89757,event/589d6cf7,ELABORATION,,0.92
event/aab7946a,event/52204136,ELABORATION,,0.98
event/3a504040,event/8990700b,ELABORATION,,0.73
event/29c32345,event/e675d3a4,ELABORATION,,0.69
event/e6bb2642,event/ca7a388b,PARALLELISM,,0.95
event/5317ab88,event/2b986c40,CONTRAST,,0.62
event/dec1710a,event/f5d89757,ELABORATION,,0.86
event/230330ad,event/01cd91e0,ELABORATION,,0.76
event/47a76def,event/d3717949,ELABORATION,,0.8
event/595dadc8,event/5325194c,ELABORATION,,0.56
event/d89b58c1,event/294e2044,ELABORATION,,0.9
event/8099b1d2,event/438b3a3a,CONTRAST,,0.84
event/20315016,event/372a1c59,EXPLANATION,,0.77
event/eb4d75a7,event/8099b1d2,EXPLANATION,,0.86
event/a7344f50,event/589d6cf7,ELABORATION,,0.91
event/438b3a3a,event/76c84292,EXPLANATION,,0.73
event/ec71585a,event/2b986c40,ELABORATION,,0.76
event/5fe95cb7,event/a6c40f9c,ELABORATION,,0.71
event/1e53f288,event/11ae2e86,ELABORATION,,0.9
event/01cd91e0,event/255b6dd1,ELABORATION,like,0.9
event/0311e6d6,event/3df4532d,ELABORATION,,0.71
event/6523413c,event/ad2aade9,ELABORATION,so that,0.96
event/a9992339,event/f8e05f87,ELABORATION,,0.84
event/d32d7f88,event/2cb7662a,ELABORATION,and,0.79
event/60bae95e,event/821d1a85,CONTRAST,,0.71
event/5325194c,event/514818e6,CONTRAST,"but, now",0.85
event/fbe8a573,event/38b56deb,ELABORATION,,0.9
event/44f2277b,event/399db3c1,ELABORATION,,0.77
event/821d1a85,event/b875c8ad,ELABORATION,,0.63
event/fe78c9eb,event/f8e05f87,ELABORATION,,0.8
event/c3fe378d,event/a2c9d6b0,CONTRAST,,0.77
event/a66f594a,event/6ca104b8,EXPLANATION,,0.82
event/b97b9705,event/453b314b,PARALLELISM,,0.84
event/2a37fd23,event/1d51f09d,CONTRAST,,0.96
event/01cd91e0,event/0eb02382,CONTRAST,,0.9
event/17a713f4,event/f6ae651f,ELABORATION,,0.86
event/c0780b1e,event/514818e6,EXPLANATION,"but, again",0.78
event/fd26d712,event/a91c9df4,ELABORATION,,0.96
event/4dc2d56e,event/c9b639c5,EXPLANATION,,0.7
event/d3717949,event/6d3f3d98,ELABORATION,,0.64
event/49c15961,event/a51f0f29,PARALLELISM,,0.96
event/752c41b7,event/786606eb,ELABORATION,,0.65
event/0311e6d6,event/6272095c,ELABORATION,,0.71
event/294e2044,event/11814843,EXPLANATION,,0.71
event/752c41b7,event/22c10457,CONTRAST,,0.63
event/1d51f09d,event/77c8ccb0,ELABORATION,,0.6
event/3bcd6c13,event/20315016,ELABORATION,,0.89
event/49c15961,event/d32d7f88,CONTRAST,,0.61
event/786606eb,event/22c10457,ELABORATION,,0.8
event/ee2cad29,event/fd26d712,ELABORATION,,0.83
event/e75b28f5,event/c0b3806e,ELABORATION,,0.61
event/2fc9d697,event/b092dab2,ELABORATION,,0.93
event/29c32345,event/6c65ea76,ELABORATION,,0.73
event/44f2277b,event/3bcd6c13,ELABORATION,,0.83
event/ca7a388b,event/53cc1d59,PARALLELISM,,0.93
event/6606d37e,event/0d183420,CONTRAST,,0.66
event/26e4bf50,event/9ad90b59,CONTRAST,,0.9
event/ee2cad29,event/c2b35eeb,ELABORATION,,0.94
event/797dd73b,event/f5d89757,ELABORATION,,0.86
event/c6132117,event/b7a5d269,EXPLANATION,,0.96
event/79fb6853,event/1ce99c7f,ELABORATION,,0.66
event/588aaf26,event/d3717949,ELABORATION,,0.94
event/a9e308a0,event/e13f2e10,ELABORATION,,0.63
event/8c73f61e,event/c7699eff,EXPLANATION,,0.7
event/47a76def,event/588aaf26,ELABORATION,,0.84
event/9b9765db,event/cf1b80fd,EXPLANATION,,0.71
event/d89b58c1,event/f8a5fd33,ELABORATION,,0.76
event/4dc2d56e,event/01731a0e,CONTRAST,or,0.85
event/0f1024d3,event/1acbe782,ELABORATION,,0.9
event/4ae963ff,event/2ca0bcaf,PARALLELISM,,0.94
event/09decda8,event/3df4532d,ELABORATION,,0.76
event/34922613,event/48d05394,CONTRAST,and,0.81
event/230330ad,event/d814aa47,ELABORATION,,0.7
event/1724b172,event/514818e6,CONTRAST,"but, now",0.87
event/c3fe378d,event/2e38448f,ELABORATION,,0.82
event/32871eaa,event/fbcf24ae,ELABORATION,,0.88
event/255b6dd1,event/4e722a8d,ELABORATION,,0.62
event/d814aa47,event/01cd91e0,ELABORATION,,0.93
event/5317ab88,event/730dc0d9,EXPLANATION,,0.76
event/3df4532d,event/f441a389,ELABORATION,,0.7
event/9723f584,event/20315016,ELABORATION,,0.71
event/ea14b977,event/7134b103,ELABORATION,,0.97
event/e13f2e10,event/5317ab88,ELABORATION,,0.9
event/a3216188,event/9b9765db,EXPLANATION,that,0.96
event/f8e05f87,event/c3932c02,ELABORATION,,0.79
event/a66f594a,event/ddbeb2dc,EXPLANATION,,0.86
event/7c4425b7,event/9ad90b59,CONTRAST,,0.73
event/a91c9df4,event/eb4d75a7,ELABORATION,,0.63
event/a3d4bb77,event/588aaf26,ELABORATION,,0.83
event/df212465,event/a2c9d6b0,PARALLELISM,or,0.96
event/5325194c,event/c0780b1e,ELABORATION,and,0.71
event/084516f3,event/a7344f50,ELABORATION,,0.96
event/d47bb26d,event/95a43143,EXPLANATION,,0.69
event/ddbeb2dc,event/85a97a09,ELABORATION,,0.62
event/fdf1bfba,event/c9b639c5,ELABORATION,,0.68
event/588aaf26,event/1b882f23,ELABORATION,,0.8
event/77c8ccb0,event/a91c9df4,ELABORATION,,0.89
event/a91c9df4,event/8df4c44b,EXPLANATION,,0.92
event/372a1c59,event/a51f0f29,EXPLANATION,,0.74
event/fe78c9eb,event/c3932c02,ELABORATION,,0.9
event/399db3c1,event/20315016,ELABORATION,,0.95
event/d50c7eca,event/aab7946a,EXPLANATION,,0.8
event/023c9b67,event/ca7a388b,PARALLELISM,,0.82
event/a9e308a0,event/ec71585a,ELABORATION,,0.68
event/3df4532d,event/107fe649,ELABORATION,,0.86
event/9ad90b59,event/6c65ea76,ELABORATION,and,0.88
event/b440fa91,event/09decda8,ELABORATION,,0.86
event/5fe95cb7,event/e75b28f5,ELABORATION,,0.65
event/83158509,event/767c177b,ELABORATION,,0.62
event/6606d37e,event/49c15961,ELABORATION,and then,0.7
event/dec1710a,event/084516f3,ELABORATION,,0.93
event/c1b96da9,event/3918fbb7,CONTRAST,,0.51
event/0dfd593f,event/eb4d75a7,EXPLANATION,,0.78
event/86e918f7,event/3a504040,ELABORATION,"that, was",0.98
event/53eeff4c,event/6606d37e,ELABORATION,,0.93
event/1eb7cb4f,event/5fe95cb7,ELABORATION,,0.64
event/fdf1bfba,event/01731a0e,CONTRAST,,0.73
event/95a43143,event/743d4fbc,EXPLANATION,,0.76
event/bcc27092,event/3df4532d,ELABORATION,,0.82
event/c34319de,event/bb95cb0c,PARALLELISM,,0.9
event/6272095c,event/32871eaa,EXPLANATION,,0.78
event/fd26d712,event/0dfd593f,CONTRAST,,0.64
event/294e2044,event/81789a8d,PARALLELISM,,0.78
event/cc4f048f,event/7c4425b7,ELABORATION,and,0.96
event/c1b96da9,event/c9e36e7d,ELABORATION,,0.81
event/36c8e895,event/ae7d6a61,ELABORATION,,0.62
event/c3fe378d,event/df212465,CONTRAST,,0.59
event/f87fdaca,event/8c73f61e,PARALLELISM,"that, and that",0.93
event/11976c1f,event/a66f594a,EXPLANATION,as,0.86
event/96d7094b,event/595dadc8,EXPLANATION,,0.6
event/11ae2e86,event/fdf1bfba,ELABORATION,,0.71
event/3f0f9b37,event/1acbe782,ELABORATION,,0.86
event/34922613,event/4cb3e9ab,ELABORATION,,0.75
event/9d7957fa,event/9b9765db,EXPLANATION,so ... that,0.96
event/f6ae651f,event/26e4bf50,EXPLANATION,,0.75
event/6ca104b8,event/dec1710a,ELABORATION,,0.87
event/084516f3,event/b60966ab,ELABORATION,,0.78
event/2cb7662a,event/1ce99c7f,PARALLELISM,,0.66
event/e6bb2642,event/20b5fef3,ELABORATION,,0.9
event/f87fdaca,event/86e918f7,ELABORATION,,0.79
event/52204136,event/2a37fd23,EXPLANATION,,0.88
event/f5d89757,event/b60966ab,ELABORATION,,0.63
event/26e4bf50,event/6c65ea76,ELABORATION,and,0.81
event/a9e308a0,event/5317ab88,ELABORATION,and,0.85
event/86e918f7,event/43693943,CONTRAST,,0.68
event/4dc2d56e,event/ae911bda,ELABORATION,,0.73
event/79fb6853,event/2cb7662a,ELABORATION,and,0.86
event/b47c920b,event/595dadc8,ELABORATION,"as if, when",0.7
event/38b56deb,event/d7951680,ELABORATION,,0.82
event/0f1024d3,event/0311e6d6,ELABORATION,,0.86
event/48d05394,event/896e1544,CONTRAST,,0.62
event/24f7ffd8,event/ee2cad29,ELABORATION,,0.7
event/c1b96da9,event/30115faa,ELABORATION,,0.83
event/a90b1c74,event/2fc9d697,ELABORATION,,0.7
event/67bfd5a2,event/b092dab2,ELABORATION,,0.86
event/53cc1d59,event/11976c1f,EXPLANATION,,0.68
event/ea14b977,event/67bfd5a2,EXPLANATION,,0.88
event/f441a389,event/6272095c,ELABORATION,,0.8
event/2e38448f,event/df212465,CONTRAST,,0.71
event/c7699eff,event/3a504040,ELABORATION,,0.97
event/3bcd6c13,event/53eeff4c,ELABORATION,,0.78
event/870c571b,event/1eb7cb4f,ELABORATION,,0.63
event/0d183420,event/60bae95e,PARALLELISM,,0.88
event/a7344f50,event/b60966ab,ELABORATION,,0.61
event/797dd73b,event/084516f3,ELABORATION,,0.86
event/b4cb2d71,event/d47bb26d,ELABORATION,,0.72
event/3918fbb7,event/17a713f4,ELABORATION,,0.86
event/96feff2f,event/1eb7cb4f,ELABORATION,,0.6
event/ae7d6a61,event/595dadc8,ELABORATION,when,0.85
event/53ce185b,event/438b3a3a,ELABORATION,and,0.84
event/d891be15,event/63141bdd,ELABORATION,and,0.93
event/c2b35eeb,event/8df4c44b,ELABORATION,,0.85
event/c0b3806e,event/a3d4bb77,ELABORATION,,0.64
event/29c32345,event/24bafd19,EXPLANATION,,0.74
event/22c10457,event/a3216188,EXPLANATION,,0.96
event/36c8e895,event/e853838d,ELABORATION,,0.67
event/ad9d9f83,event/c9e36e7d,CONTRAST,,0.6
event/30115faa,event/3918fbb7,ELABORATION,while,0.95
event/3bcd6c13,event/6606d37e,ELABORATION,,0.78
event/1b882f23,event/6d3f3d98,ELABORATION,,0.78
event/4e722a8d,event/b47c920b,EXPLANATION,as if,0.86
event/7ec7eac5,event/2a37fd23,EXPLANATION,,0.95
event/9c5e2db1,event/63141bdd,ELABORATION,,0.63
event/36cef954,event/edb05980,ELABORATION,,0.96
event/24f7ffd8,event/fd26d712,EXPLANATION,,0.93
event/c3fe378d,event/9723f584,ELABORATION,,0.7
event/53eeff4c,event/0d183420,PARALLELISM,"like, as if",0.78
event/eb4d75a7,event/438b3a3a,CONTRAST,"tuck, tear, up, open",0.84
event/f347a4f6,event/786606eb,PARALLELISM,,0.86
event/c7699eff,event/43693943,CONTRAST,,0.64
event/c0b3806e,event/8ee7e2eb,EXPLANATION,,0.9
event/7b5c834b,event/d3717949,ELABORATION,,0.9
event/24f7ffd8,event/c2b35eeb,CONTRAST,,0.82
event/3a504040,event/a9992339,EXPLANATION,,0.93
event/34922613,event/a6c40f9c,ELABORATION,,0.7
event/4dc2d56e,event/83158509,EXPLANATION,,0.73
event/706c097f,event/fe78c9eb,ELABORATION,,0.93
event/438b3a3a,event/9c5e2db1,CONTRAST,,0.6
event/3918fbb7,event/d7951680,EXPLANATION,,0.83
event/d89b58c1,event/726e2076,EXPLANATION,,0.97
event/767c177b,event/11814843,ELABORATION,,0.82
event/9ad90b59,event/96feff2f,EXPLANATION,"to, partly",0.9
event/ee2cad29,event/a91c9df4,ELABORATION,,0.95
event/3bcd6c13,event/399db3c1,ELABORATION,,0.9
event/11976c1f,event/7a989934,PARALLELISM,,0.83
event/ad9d9f83,event/30115faa,ELABORATION,,0.61
event/2cb7662a,event/edb05980,ELABORATION,,0.76
event/a6c40f9c,event/ba8b47c9,ELABORATION,,0.64
event/2ca0bcaf,event/01cd91e0,ELABORATION,,0.78
event/255b6dd1,event/96d7094b,PARALLELISM,,0.85
event/da031a4e,event/b4cb2d71,ELABORATION,,0.63
event/e9ad5a77,event/64932905,EXPLANATION,and,0.7
event/fdf1bfba,event/ae911bda,CONTRAST,,0.68
event/e853838d,event/1724b172,EXPLANATION,,0.86
event/2e38448f,event/9723f584,EXPLANATION,,0.77
event/0eb02382,event/4e722a8d,ELABORATION,,0.83
event/821d1a85,event/edb05980,ELABORATION,,0.94
event/107fe649,event/521ed19d,EXPLANATION,so as to,0.99
event/399db3c1,event/53eeff4c,ELABORATION,,0.87
event/a9e308a0,event/1b72b802,ELABORATION,,0.93
event/b440fa91,event/3f0f9b37,EXPLANATION,,0.71
event/9d7957fa,event/a523f8ee,ELABORATION,,0.55
event/67bfd5a2,event/e13f2e10,ELABORATION,,0.98
event/01731a0e,event/ae911bda,CONTRAST,,0.63
event/7b5c834b,event/1b882f23,ELABORATION,,0.66
event/7134b103,event/a9e308a0,ELABORATION,,0.71
event/8825d634,event/f3027707,PARALLELISM,and,0.96
event/cf1b80fd,event/008852c4,EXPLANATION,"perhaps, shouldn’t",0.86
event/43693943,event/a9992339,EXPLANATION,,0.82
event/c8e436e5,event/743d4fbc,ELABORATION,,0.76
event/0d64ea1c,event/9ad90b59,CONTRAST,,0.86
event/ba8b47c9,event/e75b28f5,ELABORATION,,0.8
event/6606d37e,event/372a1c59,EXPLANATION,,0.81
event/fdf1bfba,event/4dc2d56e,ELABORATION,,0.98
event/9b9765db,event/008852c4,EXPLANATION,"perhaps, shouldn’t",0.68
event/9ad90b59,event/24bafd19,ELABORATION,,0.63
event/4954843b,event/eb4d75a7,PARALLELISM,,0.83
event/e675d3a4,event/24bafd19,EXPLANATION,,0.9
event/2fc9d697,event/a9e308a0,ELABORATION,,0.79
event/399db3c1,event/6606d37e,PARALLELISM,,0.78
event/c2b35eeb,event/fd26d712,CONTRAST,,0.77
event/8df4c44b,event/0dfd593f,ELABORATION,,0.62
event/521ed19d,event/f3027707,ELABORATION,,0.74
event/df212465,event/9723f584,ELABORATION,,0.68
event/514818e6,event/64932905,EXPLANATION,and,0.83
event/453b314b,event/2a37fd23,ELABORATION,,0.87
event/9723f584,event/399db3c1,ELABORATION,,0.75
event/36c8e895,event/5325194c,PARALLELISM,,0.71
event/7b5c834b,event/588aaf26,ELABORATION,,0.96
event/a6c40f9c,event/c0b3806e,ELABORATION,,0.82
event/ad9d9f83,event/fbe8a573,EXPLANATION,,0.89
event/0f1024d3,event/bcc27092,ELABORATION,,0.87
event/2b986c40,event/63603f73,ELABORATION,,0.87
event/53ce185b,event/8099b1d2,EXPLANATION,,0.9
event/0eb02382,event/b47c920b,ELABORATION,,0.96
event/f6ae651f,event/0d64ea1c,ELABORATION,,0.88
event/e853838d,event/5325194c,ELABORATION,,0.95
event/8099b1d2,event/eb0c3532,CONTRAST,,0.76
event/1724b172,event/e9ad5a77,EXPLANATION,,0.71
event/53cc1d59,event/20b5fef3,EXPLANATION,,0.84
event/778f70a6,event/ad2aade9,ELABORATION,so that,0.96
event/2a37fd23,event/24f7ffd8,ELABORATION,,0.95
event/4954843b,event/53ce185b,ELABORATION,,0.78
event/d32d7f88,event/60bae95e,EXPLANATION,and,0.9
event/4cb3e9ab,event/48d05394,ELABORATION,and,0.88
event/c0b3806e,event/b1387a79,ELABORATION,,0.86
event/a3216188,event/9d7957fa,ELABORATION,and,0.78
event/5a0ea536,event/b7a5d269,EXPLANATION,,0.92
event/870c571b,event/48d05394,ELABORATION,,0.62
event/db9a0998,event/ca7a388b,ELABORATION,and,0.88
event/0f1024d3,event/09decda8,ELABORATION,,0.79
event/d3717949,event/1b882f23,ELABORATION,,0.78
event/c9e36e7d,event/38b56deb,CONTRAST,,0.63
event/d3717949,event/b440fa91,ELABORATION,,0.7
event/1acbe782,event/6272095c,ELABORATION,,0.78
event/589d6cf7,event/c1b96da9,CONTRAST,,0.7
event/63603f73,event/51b5f030,ELABORATION,,0.77
event/896e1544,event/8ee7e2eb,ELABORATION,,0.83
event/20315016,event/76eabf46,ELABORATION,,0.86
event/79fb6853,event/821d1a85,ELABORATION,,0.9
event/5325194c,event/e9ad5a77,CONTRAST,,0.62
event/47a76def,event/dd107795,ELABORATION,,0.78
event/c9b639c5,event/01731a0e,ELABORATION,or,0.96
event/63141bdd,event/de4bc7aa,ELABORATION,,0.62
event/2fc9d697,event/1b72b802,ELABORATION,,0.78
event/720517ba,event/62862b69,ELABORATION,,0.76
event/26e4bf50,event/0d64ea1c,ELABORATION,,0.98
event/eb0c3532,event/d891be15,EXPLANATION,,0.76
event/4e722a8d,event/96d7094b,ELABORATION,as if,0.93
event/438b3a3a,event/eb0c3532,EXPLANATION,,0.76
event/49c15961,event/60bae95e,EXPLANATION,,0.68
event/2ca0bcaf,event/230330ad,ELABORATION,,0.96
event/f8a5fd33,event/ea14b977,CONTRAST,,0.65
event/17a713f4,event/26cdaf54,ELABORATION,,0.8
event/b1387a79,event/47a76def,CONTRAST,,0.61
event/dd107795,event/d3717949,ELABORATION,,0.63
event/107fe649,event/b7555a67,ELABORATION,,0.71
event/52204136,event/7ec7eac5,EXPLANATION,,0.78
event/facd026d,event/a3216188,EXPLANATION,,0.82
event/6523413c,event/453b314b,ELABORATION,,0.63
event/d32d7f88,event/79fb6853,CONTRAST,but,0.96
event/c519fa6b,event/3a504040,PARALLELISM,,0.93
event/ad2aade9,event/b97b9705,ELABORATION,"so that, and",0.82
event/730dc0d9,event/51b5f030,PARALLELISM,and also,0.98
event/726e2076,event/11814843,EXPLANATION,,0.8
